"","zipcode","distance","id"
"1","79360",3.39323687879412,"1013793"
"2","79359",10.4013990612804,"1013793"
"3","83101",10.6369470891054,"1002150"
"4","83116",12.1888200968826,"1002150"
"5","83124",14.3775663691044,"1002150"
"6","88252",7.14887821590681,"1011064"
"7","58652",1.48722925949171,"1001157"
"8","58656",5.13958048924095,"1001157"
"9","58638",9.40016870829896,"1001157"
"10","58630",12.7827203583645,"1001157"
"11","58641",15.6816078692269,"1001157"
"12","58631",19.5425606415869,"1001157"
"13","77991",1.51190779852944,"1013810"
"14","77969",2.85409858987218,"1013810"
"15","77971",7.6724902222567,"1013810"
"16","77978",9.33395420542052,"1013810"
"17","77970",10.621096632409,"1013810"
"18","77968",12.4979962747707,"1013810"
"19","77957",14.341203914525,"1013810"
"20","77977",14.4269049264174,"1013810"
"21","77979",14.6149968011712,"1013810"
"22","77988",16.0687629520884,"1013810"
"23","77961",17.2336505051049,"1013810"
"24","74641",4.11435763888455,"1010975"
"25","74652",7.54835498426435,"1010975"
"26","74633",8.80074421029302,"1010975"
"27","74647",15.6965892937489,"1010975"
"28","74604",17.1560848604103,"1010975"
"29","67038",19.0550415461594,"1010975"
"30","88265",8.2422899257258,"1012121"
"31","88242",8.65186322611926,"1012121"
"32","88240",15.6815550998078,"1012121"
"33","88231",19.6603334825947,"1012121"
"34","58580",8.68231177885709,"1002440"
"35","58523",11.2536869440155,"1002440"
"36","58545",11.9512820491207,"1002440"
"37","58541",12.9928448095841,"1002440"
"38","58625",17.5032267813987,"1002440"
"39","79093",1.61699171155651,"1009999"
"40","79033",4.91836643843538,"1009999"
"41","79070",12.841192298606,"1009999"
"42","79081",15.4818964383262,"1009999"
"43","79323",1.12817975322566,"1011767"
"44","79355",13.5946478590304,"1011767"
"45","49735",4.92578135562247,"1010117"
"46","49751",5.93873536690438,"1010117"
"47","49795",12.2634420401225,"1010117"
"48","49709",15.4332980149328,"1010117"
"49","49713",18.1843185838314,"1010117"
"50","49799",18.3883681916777,"1010117"
"51","49733",18.6092736036962,"1010117"
"52","49730",19.5543264020387,"1010117"
"53","79355",11.6040339547759,"1013609"
"54","79323",15.1577597725153,"1013609"
"55","88262",17.9033130019071,"1013609"
"56","62523",3.91415191886132,"1005661"
"57","62501",5.04367135799749,"1005661"
"58","62554",5.74741589434478,"1005661"
"59","62535",5.79004574344267,"1005661"
"60","62526",6.51067398993013,"1005661"
"61","62549",7.45939965599911,"1005661"
"62","62521",7.68781791266284,"1005661"
"63","62532",8.12463591891494,"1005661"
"64","62522",9.36699562489107,"1005661"
"65","62537",9.36699562489107,"1005661"
"66","61936",10.0341658063533,"1005661"
"67","61818",10.0853731566524,"1005661"
"68","61756",10.9943161064762,"1005661"
"69","62514",11.1463681541539,"1005661"
"70","62573",11.5056231561055,"1005661"
"71","62544",11.5835619769283,"1005661"
"72","61855",12.7101918400826,"1005661"
"73","61830",12.8226915743178,"1005661"
"74","61925",13.0997772380374,"1005661"
"75","62551",14.1417936228597,"1005661"
"76","61813",15.3131191410891,"1005661"
"77","62543",15.6807538690419,"1005661"
"78","61937",15.6967461202824,"1005661"
"79","61929",15.8582552283837,"1005661"
"80","61727",17.1629198905127,"1005661"
"81","62547",17.3899046803497,"1005661"
"82","61750",17.519618339916,"1005661"
"83","61856",17.6832791778263,"1005661"
"84","61882",18.6410133477537,"1005661"
"85","62539",18.8812136986336,"1005661"
"86","61914",19.0022492139863,"1005661"
"87","62550",19.4450372000239,"1005661"
