"","id","totalpop","under5","5to19","19to64","over64"
"1","1001157",678.5,0.0787724750059694,0.180593534741004,0.5356238773067,0.205010112946327
"2","1002150",1321.66666666667,0.0337906167265731,0.122082577401716,0.63162939929055,0.212497406581161
"3","1002440",1575.6,0.0449231004425212,0.195266977450306,0.529469474204741,0.230340447902432
"4","1002515",6217.66666666667,0.0256935460687078,0.0745292511139859,0.366459441330075,0.533317761487231
"5","1003698",187,0.0909090909090909,0.0588235294117647,0.657754010695187,0.192513368983957
"6","1003719",551.857142857143,0.0578499217287283,0.17486319691582,0.530468335311105,0.236818546044347
"7","1003767",2218,0.082440782364875,0.213443346830822,0.52923516236685,0.174880708437453
"8","1004617",13890.5,0.0286508136975427,0.110796377151517,0.799606682784253,0.0609461263666871
"9","1004893",13164.5,0.0458532085316859,0.202961147410725,0.625090123513994,0.126095520543594
"10","1004924",2393.33333333333,0.0604802186727438,0.16866714567013,0.429250119850299,0.341602515806827
"11","1005641",16147.75,0.0566815477808167,0.186751744650165,0.644022811204592,0.112543896364426
"12","1005661",4096.30303030303,0.0647388189474926,0.205182870835736,0.543808053891027,0.186270256325745
"13","1005691",2625,0.176349109353337,0.183946678205158,0.48363752154205,0.156066690899456
"14","1005897",4128,0.0461590198878141,0.28211179299018,0.520730760460241,0.150998426661765
"15","1006225",316.5,0.0967694858263672,0.282783822911316,0.459679867370289,0.160766823892028
"16","1007367",3028.33333333333,0.0706554936428098,0.293022923768213,0.467767754945037,0.168553827643941
"17","1007441",15115.3333333333,0.0464129578380173,0.190199108290887,0.63382731275243,0.129560621118666
"18","1008412",3573.66666666667,0.0316620837594325,0.160196563478797,0.388498479750264,0.419642873011506
"19","1008432",72,0,0,0.513888888888889,0.486111111111111
"20","1009570",4424,0.0940540871187544,0.252979117102828,0.547177477318058,0.105789318460359
"21","1009630",6409.875,0.0423602889756598,0.223713317347185,0.539513824748326,0.194412568928829
"22","1009631",6039.28571428571,0.0534325976743082,0.20005861818441,0.555663147456094,0.190845636685187
"23","1009632",3383.57142857143,0.0399483519660964,0.233937775029165,0.549042715181165,0.177071157823574
"24","1009633",7522.3,0.0539512910567169,0.210191834797487,0.567352412148915,0.168504461996881
"25","1009634",28042.3428571429,0.0617166664078433,0.198148499650574,0.613135124056684,0.126999709884899
"26","1009635",5412.38461538462,0.0448419672837721,0.188024955708,0.552061242313298,0.215071834694931
"27","1009636",9335.3,0.0565479888262575,0.183419630819741,0.594178940836711,0.165853439517291
"28","1009637",18449.5428571429,0.0560862748137839,0.205740611086019,0.592029094847223,0.146144019252974
"29","1009638",7849.875,0.0565874858923339,0.229708432542788,0.523428967638907,0.190275113925972
"30","1009641",2065.625,0.0436903806623378,0.203236728066805,0.552552769202333,0.200520122068524
"31","1009642",7781.5,0.0581899871278061,0.196360271084699,0.557826678441968,0.187623063345527
"32","1009643",5391.66666666667,0.0485875811056638,0.149184375085435,0.503370095252019,0.298857948556882
"33","1009646",5564.66666666667,0.0519692021113475,0.144568983795737,0.606738629081375,0.19672318501154
"34","1009704",22656.1666666667,0.0679373814729734,0.260495750578484,0.572103697830435,0.0994631701181071
"35","1009739",4424,0.0940540871187544,0.252979117102828,0.547177477318058,0.105789318460359
"36","1009740",17610,0.0951493551555644,0.256159340870284,0.563706938647776,0.0849843653263756
"37","1009751",1691,0.108922484831064,0.188140244205524,0.532110659582443,0.170826611380969
"38","1009752",22449.5714285714,0.0743295693827076,0.25474970848399,0.57755045858356,0.0933702635497428
"39","1009799",9280.92857142857,0.0480526650208316,0.239449121128509,0.551350921390226,0.161147292460434
"40","1009858",2869.6,0.122014008871418,0.23322632892195,0.444823316582605,0.199936345624028
"41","1009861",9151.33333333333,0.0889259292654062,0.267978377193336,0.538779447918242,0.104316245623015
"42","1009875",2567.83333333333,0.126701947902763,0.218434594214939,0.462911466997937,0.19195199088436
"43","1009926",907,0.0586049170954831,0.144654088050314,0.548973039539077,0.247767955315125
"44","1009929",634.75,0.0494461935137976,0.202512011277244,0.536780951222074,0.211260843986884
"45","1009946",2544,0.0587660145987568,0.230892882179043,0.523171565350153,0.187169537872047
"46","1009947",3052.5,0.0636535966798185,0.223910220370863,0.527493868452397,0.184942314496921
"47","1009956",29667.4086021505,0.0516117781389594,0.166234915133846,0.645678785955697,0.136474520771497
"48","1009997",1776.85714285714,0.0750725811288442,0.183493968768755,0.537309269011074,0.204124181091327
"49","1009998",3052.5,0.0636535966798185,0.223910220370863,0.527493868452397,0.184942314496921
"50","1009999",3275.75,0.106246191672573,0.145792855749887,0.511758954619561,0.236201997957979
"51","1010032",4585,0.0331653401942456,0.176370227160402,0.561761637875137,0.228702794770216
"52","1010072",5564.66666666667,0.0519692021113475,0.144568983795737,0.606738629081375,0.19672318501154
"53","1010089",2967.5,0.0863539070518073,0.235998163334981,0.556204296730178,0.121443632883033
"54","1010117",4505.25,0.050162601989389,0.159512115881573,0.563523993015519,0.226801289113519
"55","1010178",5408.33333333333,0.0587281820492348,0.248947965609982,0.557826383452498,0.134497468888285
"56","1010199",5408.33333333333,0.0587281820492348,0.248947965609982,0.557826383452498,0.134497468888285
"57","1010206",5408.33333333333,0.0587281820492348,0.248947965609982,0.557826383452498,0.134497468888285
"58","1010318",3140.88888888889,0.0418551735337969,0.162329678988556,0.580943162788687,0.21487198468896
"59","1010324",5592.5,0.0560649617552093,0.199027696152939,0.532310853187609,0.212596488904242
"60","1010407",7143.42857142857,0.0592392294441262,0.164916510511254,0.581669302239572,0.194174957805047
"61","1010420",2620,0.0385496183206107,0.220610687022901,0.596564885496183,0.144274809160305
"62","1010440",2375.75,0.0384524091157378,0.146490937449288,0.521911553545789,0.293145099889186
"63","1010507",2524.88888888889,0.0865096937333632,0.261418141098423,0.519685466937919,0.132386698230295
"64","1010508",2524.88888888889,0.0865096937333632,0.261418141098423,0.519685466937919,0.132386698230295
"65","1010657",2304,0.0293664760228773,0.0869995600527937,0.456232348892326,0.427401615032003
"66","1010975",3057,0.0762407873165876,0.232458289894432,0.478222189511671,0.213078733277309
"67","1011064",2258,0.0234720992028344,0.274136403897254,0.548272807794508,0.154118689105403
