"","id","totalpop","white","black","native","asian","pacific","other","multiple"
"46","1009947",3052.5,0.765274530517848,0.00391241182184001,0.00812986709391097,0.00620465030707779,0,0.0997643382396016,0.116714202019721
"47","1009956",29667.4086021505,0.72945518158266,0.0536298352250445,0.00957440892769095,0.0415223705419129,0.00117779217149317,0.054107562858857,0.110532848692341
"48","1009997",1776.85714285714,0.65203926989881,0.00120853045644132,0.00384645176666931,0.00355784586550214,0,0.225178286786827,0.114169615225751
"49","1009998",3052.5,0.765274530517848,0.00391241182184001,0.00812986709391097,0.00620465030707779,0,0.0997643382396016,0.116714202019721
"50","1009999",3275.75,0.770819030626677,0.00295926357663537,0.00265655627772619,0.00162117789867064,0,0.0438751209570093,0.178068850663281
"51","1010032",4585,0.761732536623578,0.0332177501923479,0.00210450951845517,0.00270736101071231,0,0.0393078319838547,0.160930010671052
"52","1010072",5564.66666666667,0.854256960899947,0.01321971638476,0.00389750616676582,0.00455932244758488,0,0.0679216537577783,0.0561448403431644
"53","1010089",2967.5,0.774082343025195,0.0378675983183537,0.000648878737541528,0.0147583437014064,0,0.101453115884608,0.0711897203328948
"54","1010117",4505.25,0.950031181102695,0.00255983403466295,0.00450662051302141,0.00435333150733103,0.000126774847870183,0.00354282682995635,0.0348794311644631
"55","1010178",5408.33333333333,0.692020583306329,0.0487631418789004,0.0101888589653115,0.0150020558497423,0,0.105798770056384,0.128226589943332
"56","1010199",5408.33333333333,0.692020583306329,0.0487631418789004,0.0101888589653115,0.0150020558497423,0,0.105798770056384,0.128226589943332
"57","1010206",5408.33333333333,0.692020583306329,0.0487631418789004,0.0101888589653115,0.0150020558497423,0,0.105798770056384,0.128226589943332
"58","1010318",3140.88888888889,0.609169385261697,0.350256893146032,0.00143814683273712,0.00573618690580281,4.06801724839313e-05,0.00920439156182104,0.0241543161194261
"59","1010324",5592.5,0.93830074666345,0.00325158086240351,0.00282827108664096,0.00637423660599865,0.00136334020007179,0.0105100304459989,0.0373717941354362
"60","1010407",7143.42857142857,0.946610210313879,0.00665111774007363,0.00274065276438667,0.00614617342574536,0,0.00424157039229529,0.0336102753636198
"61","1010420",2620,0.865648854961832,0.00725190839694656,0.00916030534351145,0,0,0.0194656488549618,0.0984732824427481
"62","1010440",2375.75,0.939320472636286,0.00790837082804733,0.0129789558595015,0.001320389189129,5.7552781074128e-05,0.00414264358553256,0.0342716151204297
"63","1010507",2524.88888888889,0.686403746473814,0.02152439094171,0.00376276094736948,0.0015450421052674,0,0.0596653617792252,0.227098697752614
"64","1010508",2524.88888888889,0.686403746473814,0.02152439094171,0.00376276094736948,0.0015450421052674,0,0.0596653617792252,0.227098697752614
"65","1010657",2304,0.913227509473057,0,0.0267977520116941,0.00065992080950286,0,0.0065992080950286,0.0527156096107177
"66","1010975",3057,0.824644709544675,0.00300631188727867,0.0695831997512801,0.00215424796224177,0,0.00699858506178468,0.09361294579274
"67","1011064",2258,0.758193091231178,0.020814880425155,0.00841452612931798,0,0,0.0380868024800709,0.174490699734278
"68","1011121",406,0.986934062594956,0,0,0,0,0,0.0130659374050441
"69","1011122",26,1,0,0,0,0,0,0
"70","1011158",2524.88888888889,0.686403746473814,0.02152439094171,0.00376276094736948,0.0015450421052674,0,0.0596653617792252,0.227098697752614
"71","1011356",72,1,0,0,0,0,0,0
"72","1011385",789.5,0.459670395027147,0.0018034265103697,0.462953974253209,0,0,0.0178520039138192,0.057720200295455
"73","1011767",4424,0.646454713671209,0.00824742268041237,0.00542955326460481,0.0127145581691036,0,0.0798276325361611,0.24732611967851
"74","1011843",10481.6666666667,0.736603189558487,0.00619033699317403,0.00948564344633554,0.00365800609008582,0,0.0650821703035397,0.178980653608378
"75","1011908",11019.6666666667,0.691700028165725,0.0320043866582841,0.00313086504253514,0.00396321639780785,0,0.0846831778325677,0.184518325903081
"76","1011931",22449.5714285714,0.717413505740165,0.0370440534009195,0.00522109902254327,0.0119397652828241,0.00040335921177265,0.120814949979031,0.107163267362744
"77","1012091",10089.5,0.738021255820578,0.0544858395091379,0.00305492941036896,0.00548700913512872,0,0.0494991213604943,0.149451844764292
"78","1012092",11797.25,0.818233091068722,0.0129342120940189,0.00202447716529354,0.00202113987887275,0,0.0752295073075078,0.0895575724855854
"79","1012121",13164.5,0.648727703773296,0.0145671276289254,0.0119209245783892,0.0023648324210122,0,0.0401195071868799,0.282299904411497
"80","1012519",2625,0.646839423608066,0.0343819007247124,0.000648878737541528,0.00422945045948668,0,0.122843725254134,0.19105662121606
"81","1012642",1037,0.777242044358727,0.0742526518804243,0.0993249758919961,0.000964320154291225,0,0.0077145612343298,0.0405014464802314
"82","1012643",2508.57142857143,0.796635242247926,0.00801861973824029,0.00381548725790129,0.00669595893367858,0.000401785714285714,0.0224458828195967,0.161987023288372
"83","1012677",1037,0.777242044358727,0.0742526518804243,0.0993249758919961,0.000964320154291225,0,0.0077145612343298,0.0405014464802314
"84","1012688",2304,0.913227509473057,0,0.0267977520116941,0.00065992080950286,0,0.0065992080950286,0.0527156096107177
"85","1012703",1037,0.777242044358727,0.0742526518804243,0.0993249758919961,0.000964320154291225,0,0.0077145612343298,0.0405014464802314
"86","1013183",2573.33333333333,0.785889025333787,0.0296872756358231,0.00751917898694305,0.0140385243225596,0.000101610526850582,0.0870491667585231,0.0757152184355134
"87","1013609",2950.66666666667,0.764303142447472,0.00549828178694158,0.00361970217640321,0.00847637211273575,0,0.0532184216907741,0.164884079785673
"88","1013701",4424,0.646454713671209,0.00824742268041237,0.00542955326460481,0.0127145581691036,0,0.0798276325361611,0.24732611967851
"89","1013793",10089.5,0.738021255820578,0.0544858395091379,0.00305492941036896,0.00548700913512872,0,0.0494991213604943,0.149451844764292
"90","1013810",2862.54545454545,0.798101633139801,0.0323669387421335,0.000585131855071172,0.00704604654113169,0,0.0241993202787467,0.137700929443116
"91","1013859",5386.66666666667,0.680650698975554,0.00549828178694158,0.0074490238394229,0.00847637211273575,0,0.0755561313917223,0.222369491893623
"92","1014467",4128,0.697844123425567,0.0280732830599727,0.019300178112798,0,0.000101610526850582,0.0511043799762102,0.203576424898602
"93","1014560",5455.94117647059,0.937655107584114,0.00544969964677827,0.011162407116987,0.00448521845293097,0.000381053418234578,0.00633279312950461,0.0345337206514502
"94","1014609",974,0.948175954370149,0.000145942790426153,0.0099241097489784,0,0,0.00131348511383538,0.0404405079766109
"95","1014619",873.333333333333,0.834468789261115,0.000145942790426153,0.0099241097489784,0,0,0.00131348511383538,0.154147673085645
