"","id","totalpop","white","black","native","asian","pacific","other","multiple"
"1","1001157",678.5,0.923982999615946,0.0072463768115942,0.0205619179216879,0.00706567104594614,0.00387596899224806,0.00465204163143601,0.0326150239811415
"2","1002150",1321.66666666667,0.941484885365627,0.000628733102797862,0.0032216258937037,0.00518792133850292,0,0.011346391539121,0.0381304427602477
"3","1002440",1575.6,0.918071823842356,0.00123190637511549,0.0538381892241827,0.00809700145755508,0,0.00800739143825069,0.0107536876625399
"4","1002515",6217.66666666667,0.90434095155958,0.00113195342820181,0.00776196636481242,0.0019404915912031,0,0.0314431507833836,0.0533814862728187
"5","1003698",187,1,0,0,0,0,0,0
"6","1003719",551.857142857143,0.924269384372553,0.0135664363024886,0.00800850043626886,0.0229575029166269,0,0.0101532992125222,0.0210448767595408
"7","1003767",2218,0.49978168715479,0.0191153787706101,0.00083580275055087,0.0119952891117696,0.000455892409391384,0.419013807108564,0.0488021426943241
"8","1004617",13890.5,0.917168837729585,0.00952621513369177,0.00470898134449536,0.00541262223505214,3.60841482336809e-05,0.0257279976906145,0.0374192617183271
"9","1004893",13164.5,0.648727703773296,0.0145671276289254,0.0119209245783892,0.0023648324210122,0,0.0401195071868799,0.282299904411497
"10","1004924",2393.33333333333,0.774199449289247,0.00862588969461367,0.00288890180088483,0.00650986875595834,0,0.0240514466228629,0.183724443836434
"11","1005641",16147.75,0.636529699488438,0.0225842911338938,0.00691483593138104,0.0031068636508483,0,0.0602027437335311,0.270661566061908
"12","1005661",4096.30303030303,0.897971609014053,0.0453087935250213,0.000500798103105535,0.00555693098118151,6.66102071549984e-05,0.00412245585598456,0.046472802313499
"13","1005691",2625,0.646839423608066,0.0343819007247124,0.000648878737541528,0.00422945045948668,0,0.122843725254134,0.19105662121606
"14","1005897",4128,0.697844123425567,0.0280732830599727,0.019300178112798,0,0.000101610526850582,0.0511043799762102,0.203576424898602
"15","1006225",316.5,0.76120230700976,0,0.0153061224489796,0,0,0.0263157894736842,0.197175781067576
"16","1007367",3028.33333333333,0.918186370321784,0,0.00717138532813875,0.00339155560330448,0.00423218792467482,0.0128907008347894,0.0541277999873088
"17","1007441",15115.3333333333,0.615289381836313,0.0194228368385672,0.0120652444414992,0.00315310989468293,0,0.031154966548225,0.318914460440713
"18","1008412",3573.66666666667,0.713274098509534,0.0452404529251703,0.0020715286663011,0.00068595210718189,0,0.0646264089876906,0.174101558804122
"19","1008432",72,1,0,0,0,0,0,0
"20","1009570",4424,0.646454713671209,0.00824742268041237,0.00542955326460481,0.0127145581691036,0,0.0798276325361611,0.24732611967851
"21","1009630",6409.875,0.551340349069992,0.419828347709949,7.14694110920526e-05,0.00167190532345982,0,0.00684829628884273,0.0202396321966641
"22","1009631",6039.28571428571,0.453742827540254,0.510095832757715,0.00202830988893707,0.00224435755262823,0,0.00743921169311323,0.0244494605673522
"23","1009632",3383.57142857143,0.639249991602915,0.328507011463395,0.00123524413695525,7.99872020476724e-05,0,0.0200957588359691,0.0108320067587178
"24","1009633",7522.3,0.465364160313085,0.507576773599635,0.00610860488259359,0.000769122698622665,0,0.00456392989381449,0.0156174086122493
"25","1009634",28042.3428571429,0.507520711009514,0.192419029883517,0.00648427288170821,0.0561992977722313,0.000408892449896412,0.092123354342102,0.144844441661031
"26","1009635",5412.38461538462,0.500920489816247,0.474970146425827,0.0046989268327643,0.000596414070853609,0,0.00178783589375842,0.0170261869605492
"27","1009636",9335.3,0.633315200040283,0.331920728897691,0.0025346811207919,0.0030738935673283,0,0.00860834142335673,0.0205471549505488
"28","1009637",18449.5428571429,0.567620302852842,0.351887587851372,0.00152157927693066,0.0234568795753036,1.28862658178913e-06,0.0195514520745789,0.0359609097423909
"29","1009638",7849.875,0.690206412116076,0.277894368842939,0.000919137526852876,0.00273653631135181,0,0.00755517851453135,0.0206883666882487
"30","1009641",2065.625,0.783619944864248,0.0769322659208437,0.00132799269885384,0.00934991835933744,0,0.0472349780059575,0.0815349001507592
"31","1009642",7781.5,0.686757037779506,0.285373258755977,0.00592385513452506,0.00309547108811664,0.00199248120300752,0.00246896727196367,0.0143889287669041
"32","1009643",5391.66666666667,0.691289966954932,0.298495944343898,0.000960460428375038,0.00149368597966397,0,0.000902480130404133,0.00685746216272701
"33","1009646",5564.66666666667,0.854256960899947,0.01321971638476,0.00389750616676582,0.00455932244758488,0,0.0679216537577783,0.0561448403431644
"34","1009704",22656.1666666667,0.725596284749665,0.0335999576334632,0.00428395860346534,0.0066768580193375,0.000470585747068092,0.119482913903714,0.109889441343287
"35","1009739",4424,0.646454713671209,0.00824742268041237,0.00542955326460481,0.0127145581691036,0,0.0798276325361611,0.24732611967851
"36","1009740",17610,0.759534254416417,0.0123930550345965,0.00305492941036896,0.00810110346036563,0,0.0747291952129882,0.142187462465263
"37","1009751",1691,0.654780493837368,0.030557303989385,0.00083580275055087,0.0118441355715946,0.000455892409391384,0.263897657546113,0.037628713895597
"38","1009752",22449.5714285714,0.717413505740165,0.0370440534009195,0.00522109902254327,0.0119397652828241,0.00040335921177265,0.120814949979031,0.107163267362744
"39","1009799",9280.92857142857,0.713717914643599,0.0600240122542232,0.00859898854765081,0.0153991307805986,0.000171601822173556,0.0735131981942587,0.128575153757496
"40","1009858",2869.6,0.700262996874613,0.0319439458889373,0.00741135300438891,0.000474824413888614,0,0.11619079693305,0.143716082885122
"41","1009861",9151.33333333333,0.699207755884967,0.0418221747930335,0.00565632178331585,0.00365800609008582,0,0.0650269056492642,0.184628835799333
"42","1009875",2567.83333333333,0.674046674291954,0.0266199549074478,0.00649088985807984,0.000395687011573845,0,0.103907817085379,0.188538976845565
"43","1009926",907,0.684320710735805,0.123076923076923,0,0.0274442538593482,0,0.101693275278181,0.0634648370497427
"44","1009929",634.75,0.745765001749896,0.0700087170158126,0.00199041264999289,0.00742299102139297,0,0.0488069281440335,0.126005949418872
"45","1009946",2544,0.804768644022122,0.00312992945747201,0.00807252112610917,0.00496372024566223,0,0.0798114705916813,0.0992537145569535
